x,y,total_attenuation_dB
27,89.0,67.5
27,90.0,67.6
27,91.0,67.7
27,92.0,67.8
27,93.0,67.9
27,94.0,67.9
27,95.0,68.0
27,96.0,68.1
27,97.0,68.2
27,98.0,68.3
27,99.0,68.4
28,0.0,68.4
28,1.0,68.3
28,2.0,68.2
28,3.0,68.1
28,4.0,68.0
28,5.0,67.9
28,6.0,67.8
28,7.0,67.8
28,8.0,67.7
28,9.0,67.6
28,10.0,67.5
28,11.0,67.4
28,12.0,67.3
28,13.0,67.2
28,14.0,72.1
28,15.0,72.0
28,16.0,66.9
28,17.0,66.9
28,18.0,66.8
28,19.0,66.7
28,20.0,66.6
28,21.0,66.5
28,22.0,66.4
28,23.0,66.4
28,24.0,66.3
28,25.0,66.2
28,26.0,66.1
28,27.0,66.0
28,28.0,66.0
28,29.0,65.9
28,30.0,65.8
28,31.0,65.8
28,32.0,65.7
28,33.0,65.6
28,34.0,65.6
28,35.0,65.5
28,36.0,65.5
28,37.0,65.4
28,38.0,65.4
28,39.0,65.3
28,40.0,65.3
28,41.0,65.3
28,42.0,65.2
28,43.0,65.2
28,44.0,65.2
28,45.0,65.2
28,46.0,65.1
28,47.0,65.1
28,48.0,65.1
28,49.0,65.1
28,50.0,65.1
28,51.0,65.1
28,52.0,65.1
28,53.0,65.1
28,54.0,70.1
28,55.0,70.2
28,56.0,65.2
28,57.0,65.2
28,58.0,65.2
28,59.0,65.3
28,60.0,65.3
28,61.0,65.3
28,62.0,65.4
28,63.0,65.4
28,64.0,65.5
28,65.0,65.5
28,66.0,65.6
28,67.0,65.6
28,68.0,65.7
28,69.0,65.8
28,70.0,65.8
28,71.0,65.9
28,72.0,66.0
28,73.0,66.0
28,74.0,66.1
28,75.0,66.2
28,76.0,66.3
28,77.0,66.4
28,78.0,66.4
28,79.0,66.5
28,80.0,66.6
28,81.0,66.7
28,82.0,66.8
28,83.0,66.9
28,84.0,66.9
28,85.0,67.0
28,86.0,67.1
28,87.0,67.2
28,88.0,67.3
28,89.0,67.4
28,90.0,67.5
28,91.0,67.6
28,92.0,67.7
28,93.0,67.8
28,94.0,67.8
28,95.0,67.9
28,96.0,68.0
28,97.0,68.1
28,98.0,68.2
28,99.0,68.3
29,0.0,68.3
29,1.0,68.2
29,2.0,68.1
29,3.0,68.0
29,4.0,67.9
29,5.0,67.8
29,6.0,67.7
29,7.0,67.7
29,8.0,67.6
29,9.0,67.5
29,10.0,67.4
29,11.0,67.3
29,12.0,67.2
29,13.0,67.1
29,14.0,67.0
29,15.0,71.9
29,16.0,71.8
29,17.0,66.7
29,18.0,66.6
29,19.0,66.6
29,20.0,66.5
29,21.0,66.4
29,22.0,66.3
29,23.0,66.2
29,24.0,66.1
29,25.0,66.0
29,26.0,66.0
29,27.0,65.9
29,28.0,65.8
29,29.0,65.7
29,30.0,65.7
29,31.0,65.6
29,32.0,65.5
29,33.0,65.5
29,34.0,65.4
29,35.0,65.4
29,36.0,65.3
29,37.0,65.3
29,38.0,65.2
29,39.0,65.2
29,40.0,65.1
29,41.0,65.1
29,42.0,65.1
29,43.0,65.0
29,44.0,65.0
29,45.0,65.0
29,46.0,65.0
29,47.0,64.9
29,48.0,64.9
29,49.0,64.9
29,50.0,64.9
29,51.0,64.9
29,52.0,64.9
29,53.0,64.9
29,54.0,70.0
29,55.0,70.0
29,56.0,65.0
29,57.0,65.0
29,58.0,65.1
29,59.0,65.1
29,60.0,65.1
29,61.0,65.2
29,62.0,65.2
29,63.0,65.3
29,64.0,65.3
29,65.0,65.4
29,66.0,65.4
29,67.0,65.5
29,68.0,65.5
29,69.0,65.6
29,70.0,65.7
29,71.0,65.7
29,72.0,65.8
29,73.0,65.9
29,74.0,66.0
29,75.0,66.0
29,76.0,66.1
29,77.0,66.2
29,78.0,66.3
29,79.0,66.4
29,80.0,66.5
29,81.0,66.6
29,82.0,66.6
29,83.0,66.7
29,84.0,66.8
29,85.0,66.9
29,86.0,67.0
29,87.0,67.1
29,88.0,67.2
29,89.0,67.3
29,90.0,67.4
29,91.0,67.5
29,92.0,67.6
29,93.0,67.7
29,94.0,67.7
29,95.0,67.8
29,96.0,67.9
29,97.0,68.0
29,98.0,68.1
29,99.0,68.2
30,0.0,68.2
30,1.0,68.1
30,2.0,68.0
30,3.0,67.9
30,4.0,67.8
30,5.0,67.7
30,6.0,67.6
30,7.0,67.6
30,8.0,67.5
30,9.0,67.4
30,10.0,67.3
30,11.0,67.2
30,12.0,67.1
30,13.0,67.0
30,14.0,66.9
30,15.0,71.8
30,16.0,71.7
30,17.0,71.6
30,18.0,66.5
30,19.0,66.4
30,20.0,66.3
30,21.0,66.2
30,22.0,66.2
30,23.0,66.1
30,24.0,66.0
30,25.0,65.9
30,26.0,65.8
30,27.0,65.7
30,28.0,65.7
30,29.0,65.6
30,30.0,65.5
30,31.0,65.4
30,32.0,65.4
30,33.0,65.3
30,34.0,65.3
30,35.0,65.2
30,36.0,65.1
30,37.0,65.1
30,38.0,65.0
30,39.0,65.0
30,40.0,64.9
30,41.0,64.9
30,42.0,64.9
30,43.0,64.8
30,44.0,64.8
30,45.0,64.8
30,46.0,64.8
30,47.0,64.8
30,48.0,64.7
30,49.0,64.7
30,50.0,64.7
30,51.0,64.7
30,52.0,64.7
30,53.0,69.8
30,54.0,69.8
30,55.0,69.8
30,56.0,64.8
30,57.0,64.8
30,58.0,64.9
30,59.0,64.9
30,60.0,64.9
30,61.0,65.0
30,62.0,65.0
30,63.0,65.1
30,64.0,65.1
30,65.0,65.2
30,66.0,65.3
30,67.0,65.3
30,68.0,65.4
30,69.0,65.4
30,70.0,65.5
30,71.0,65.6
30,72.0,65.7
30,73.0,65.7
30,74.0,65.8
30,75.0,65.9
30,76.0,66.0
30,77.0,66.1
30,78.0,66.2
30,79.0,66.2
30,80.0,66.3
30,81.0,66.4
30,82.0,66.5
30,83.0,66.6
30,84.0,66.7
30,85.0,66.8
30,86.0,66.9
30,87.0,67.0
30,88.0,67.1
30,89.0,67.2
30,90.0,67.3
30,91.0,67.4
30,92.0,67.5
30,93.0,67.6
30,94.0,67.6
30,95.0,67.7
30,96.0,67.8
30,97.0,67.9
30,98.0,68.0
30,99.0,68.1
31,0.0,68.1
31,1.0,68.0
31,2.0,67.9
31,3.0,67.8
31,4.0,67.7
31,5.0,67.6
31,6.0,67.5
31,7.0,67.5
31,8.0,67.4
31,9.0,67.3
31,10.0,67.2
31,11.0,67.1
31,12.0,67.0
31,13.0,66.9
31,14.0,66.8
31,15.0,66.7
31,16.0,71.6
31,17.0,71.5
31,18.0,66.4
31,19.0,66.3
31,20.0,66.2
31,21.0,66.1
31,22.0,66.0
31,23.0,65.9
31,24.0,65.8
31,25.0,65.8
31,26.0,65.7
31,27.0,65.6
31,28.0,65.5
31,29.0,65.4
31,30.0,65.4
31,31.0,65.3
31,32.0,65.2
31,33.0,65.1
31,34.0,65.1
31,35.0,65.0
31,36.0,65.0
31,37.0,64.9
31,38.0,64.9
31,39.0,64.8
31,40.0,64.8
31,41.0,64.7
31,42.0,64.7
31,43.0,64.6
31,44.0,64.6
31,45.0,64.6
31,46.0,64.6
31,47.0,64.6
31,48.0,64.5
31,49.0,64.5
31,50.0,64.5
31,51.0,64.5
31,52.0,64.5
31,53.0,69.6
31,54.0,69.6
31,55.0,69.6
31,56.0,64.6
31,57.0,64.6
31,58.0,64.7
31,59.0,64.7
31,60.0,64.8
31,61.0,64.8
31,62.0,64.9
31,63.0,64.9
31,64.0,65.0
31,65.0,65.0
31,66.0,65.1
31,67.0,65.1
31,68.0,65.2
31,69.0,65.3
31,70.0,65.4
31,71.0,65.4
31,72.0,65.5
31,73.0,65.6
31,74.0,65.7
31,75.0,65.8
31,76.0,65.8
31,77.0,65.9
31,78.0,66.0
31,79.0,66.1
31,80.0,66.2
31,81.0,66.3
31,82.0,66.4
31,83.0,66.5
31,84.0,66.6
31,85.0,66.7
31,86.0,66.8
31,87.0,66.9
31,88.0,67.0
31,89.0,67.1
31,90.0,67.2
31,91.0,67.3
31,92.0,67.4
31,93.0,67.5
31,94.0,67.5
31,95.0,67.6
31,96.0,67.7
31,97.0,67.8
31,98.0,67.9
31,99.0,68.0
32,0.0,68.1
32,1.0,68.0
32,2.0,67.9
32,3.0,67.8
32,4.0,67.7
32,5.0,67.6
32,6.0,67.5
32,7.0,67.3
32,8.0,67.2
32,9.0,67.1
32,10.0,67.0
32,11.0,66.9
32,12.0,66.8
32,13.0,66.7
32,14.0,66.6
32,15.0,66.5
32,16.0,66.4
32,17.0,66.4
32,18.0,66.3
32,19.0,66.2
32,20.0,66.1
32,21.0,66.0
32,22.0,65.9
32,23.0,65.8
32,24.0,65.7
32,25.0,65.6
32,26.0,65.5
32,27.0,65.4
32,28.0,65.3
32,29.0,65.3
32,30.0,65.2
32,31.0,65.1
32,32.0,65.0
32,33.0,65.0
32,34.0,64.9
32,35.0,64.8
32,36.0,64.8
32,37.0,64.7
32,38.0,64.7
32,39.0,64.6
32,40.0,64.6
32,41.0,64.5
32,42.0,64.5
32,43.0,64.5
32,44.0,64.4
32,45.0,64.4
32,46.0,64.4
32,47.0,64.4
32,48.0,64.3
32,49.0,64.3
32,50.0,64.3
32,51.0,64.3
32,52.0,64.3
32,53.0,69.4
32,54.0,69.4
32,55.0,69.4
32,56.0,64.4
32,57.0,64.5
32,58.0,64.5
32,59.0,64.5
32,60.0,64.6
32,61.0,64.6
32,62.0,64.7
32,63.0,64.7
32,64.0,64.8
32,65.0,64.8
32,66.0,64.9
32,67.0,65.0
32,68.0,65.0
32,69.0,65.1
32,70.0,65.2
32,71.0,65.3
32,72.0,65.3
32,73.0,65.4
32,74.0,65.5
32,75.0,65.6
32,76.0,65.7
32,77.0,65.8
32,78.0,65.9
32,79.0,66.0
32,80.0,66.1
32,81.0,66.2
32,82.0,66.3
32,83.0,66.4
32,84.0,66.4
32,85.0,66.5
32,86.0,66.6
32,87.0,66.7
32,88.0,66.8
32,89.0,66.9
32,90.0,67.0
32,91.0,67.1
32,92.0,67.2
32,93.0,67.3
32,94.0,67.5
32,95.0,67.6
32,96.0,67.7
32,97.0,67.8
32,98.0,67.9
32,99.0,68.0
33,0.0,68.0
33,1.0,67.9
33,2.0,67.8
33,3.0,67.7
33,4.0,67.6
33,5.0,67.5
33,6.0,67.4
33,7.0,67.2
33,8.0,67.1
33,9.0,67.0
33,10.0,66.9
33,11.0,66.8
33,12.0,66.7
33,13.0,66.6
33,14.0,66.5
33,15.0,66.4
33,16.0,66.3
33,17.0,66.2
33,18.0,66.1
33,19.0,66.0
33,20.0,65.9
33,21.0,65.8
33,22.0,65.7
33,23.0,65.6
33,24.0,65.5
33,25.0,65.5
33,26.0,65.4
33,27.0,65.3
33,28.0,65.2
33,29.0,65.1
33,30.0,65.0
33,31.0,64.9
33,32.0,64.9
33,33.0,64.8
33,34.0,64.7
33,35.0,64.7
33,36.0,64.6
33,37.0,64.5
33,38.0,64.5
33,39.0,64.4
33,40.0,64.4
33,41.0,64.3
33,42.0,64.3
33,43.0,64.3
33,44.0,64.2
33,45.0,64.2
33,46.0,64.2
33,47.0,64.2
33,48.0,64.1
33,49.0,64.1
33,50.0,64.1
33,51.0,64.1
33,52.0,64.1
33,53.0,69.2
33,54.0,69.2
33,55.0,69.2
33,56.0,64.2
33,57.0,64.3
33,58.0,64.3
33,59.0,64.3
33,60.0,64.4
33,61.0,64.4
33,62.0,64.5
33,63.0,64.5
33,64.0,64.6
33,65.0,64.7
33,66.0,64.7
33,67.0,64.8
33,68.0,64.9
33,69.0,64.9
33,70.0,65.0
33,71.0,65.1
33,72.0,65.2
33,73.0,65.3
33,74.0,65.4
33,75.0,65.5
33,76.0,65.5
33,77.0,65.6
33,78.0,65.7
33,79.0,65.8
33,80.0,65.9
33,81.0,66.0
33,82.0,66.1
33,83.0,66.2
33,84.0,66.3
33,85.0,66.4
33,86.0,66.5
33,87.0,66.6
33,88.0,66.7
33,89.0,66.8
33,90.0,66.9
33,91.0,67.0
33,92.0,67.1
33,93.0,67.2
33,94.0,67.4
33,95.0,67.5
33,96.0,67.6
33,97.0,67.7
33,98.0,67.8
33,99.0,67.9
34,0.0,67.9
34,1.0,67.8
34,2.0,67.7
34,3.0,67.6
34,4.0,67.5
34,5.0,67.4
34,6.0,67.3
34,7.0,67.1
34,8.0,67.0
34,9.0,66.9
34,10.0,66.8
34,11.0,66.7
34,12.0,66.6
34,13.0,66.5
34,14.0,66.4
34,15.0,66.3
34,16.0,66.2
34,17.0,66.1
34,18.0,66.0
34,19.0,65.9
34,20.0,65.8
34,21.0,65.7
34,22.0,65.6
34,23.0,65.5
34,24.0,65.4
34,25.0,65.3
34,26.0,65.2
34,27.0,65.1
34,28.0,65.0
34,29.0,64.9
34,30.0,64.9
34,31.0,64.8
34,32.0,64.7
34,33.0,64.6
34,34.0,64.5
34,35.0,64.5
34,36.0,64.4
34,37.0,64.3
34,38.0,64.3
34,39.0,64.2
34,40.0,64.2
34,41.0,64.1
34,42.0,64.1
34,43.0,64.1
34,44.0,64.0
34,45.0,64.0
34,46.0,64.0
34,47.0,63.9
34,48.0,63.9
34,49.0,63.9
34,50.0,63.9
34,51.0,63.9
34,52.0,63.9
34,53.0,68.9
34,54.0,69.0
34,55.0,69.0
34,56.0,64.0
34,57.0,64.1
34,58.0,64.1
34,59.0,64.1
34,60.0,64.2
34,61.0,64.2
34,62.0,64.3
34,63.0,64.3
34,64.0,64.4
34,65.0,64.5
34,66.0,64.5
34,67.0,64.6
34,68.0,64.7
34,69.0,64.8
34,70.0,64.9
34,71.0,64.9
34,72.0,65.0
34,73.0,65.1
34,74.0,65.2
34,75.0,65.3
34,76.0,65.4
34,77.0,65.5
34,78.0,65.6
34,79.0,65.7
34,80.0,65.8
34,81.0,65.9
34,82.0,66.0
34,83.0,66.1
34,84.0,66.2
34,85.0,66.3
34,86.0,66.4
34,87.0,66.5
34,88.0,66.6
34,89.0,66.7
34,90.0,66.8
34,91.0,66.9
34,92.0,67.0
34,93.0,67.1
34,94.0,67.3
34,95.0,67.4
34,96.0,67.5
34,97.0,67.6
34,98.0,67.7
34,99.0,67.8
35,0.0,67.8
35,1.0,67.7
35,2.0,67.6
35,3.0,67.5
35,4.0,67.4
35,5.0,67.3
35,6.0,67.2
35,7.0,67.0
35,8.0,66.9
35,9.0,66.8
35,10.0,66.7
35,11.0,66.6
35,12.0,66.5
35,13.0,66.4
35,14.0,66.3
35,15.0,66.2
35,16.0,66.1
35,17.0,66.0
35,18.0,65.9
35,19.0,65.8
35,20.0,65.6
35,21.0,65.5
35,22.0,65.4
35,23.0,65.3
35,24.0,65.2
35,25.0,65.1
35,26.0,65.0
35,27.0,65.0
35,28.0,64.9
35,29.0,64.8
35,30.0,64.7
35,31.0,64.6
35,32.0,64.5
35,33.0,64.4
35,34.0,64.4
35,35.0,64.3
35,36.0,64.2
35,37.0,64.1
35,38.0,64.1
35,39.0,64.0
35,40.0,64.0
35,41.0,63.9
35,42.0,63.9
35,43.0,63.8
35,44.0,63.8
35,45.0,63.8
35,46.0,63.8
35,47.0,63.7
35,48.0,63.7
35,49.0,63.7
35,50.0,63.7
35,51.0,63.7
35,52.0,63.7
35,53.0,68.7
35,54.0,68.8
35,55.0,63.8
35,56.0,63.8
35,57.0,63.8
35,58.0,63.9
35,59.0,63.9
35,60.0,64.0
35,61.0,64.0
35,62.0,64.1
35,63.0,64.1
35,64.0,64.2
35,65.0,64.3
35,66.0,64.4
35,67.0,64.4
35,68.0,64.5
35,69.0,64.6
35,70.0,64.7
35,71.0,64.8
35,72.0,64.9
35,73.0,65.0
35,74.0,65.0
35,75.0,65.1
35,76.0,65.2
35,77.0,65.3
35,78.0,65.4
35,79.0,65.5
35,80.0,65.6
35,81.0,65.8
35,82.0,65.9
35,83.0,66.0
35,84.0,66.1
35,85.0,66.2
35,86.0,66.3
35,87.0,66.4
35,88.0,66.5
35,89.0,66.6
35,90.0,66.7
35,91.0,66.8
35,92.0,66.9
35,93.0,67.0
35,94.0,67.2
35,95.0,67.3
35,96.0,67.4
35,97.0,67.5
35,98.0,67.6
35,99.0,67.7
36,0.0,67.7
36,1.0,67.6
36,2.0,67.5
36,3.0,67.4
36,4.0,67.3
36,5.0,67.2
36,6.0,67.1
36,7.0,66.9
36,8.0,66.8
36,9.0,66.7
36,10.0,66.6
36,11.0,66.5
36,12.0,66.4
36,13.0,66.3
36,14.0,66.2
36,15.0,66.1
36,16.0,65.9
36,17.0,65.8
36,18.0,65.7
36,19.0,65.6
36,20.0,65.5
36,21.0,65.4
36,22.0,65.3
36,23.0,65.2
36,24.0,65.1
36,25.0,65.0
36,26.0,64.9
36,27.0,64.8
36,28.0,64.7
36,29.0,64.6
36,30.0,64.5
36,31.0,64.4
36,32.0,64.3
36,33.0,64.2
36,34.0,64.2
36,35.0,64.1
36,36.0,64.0
36,37.0,63.9
36,38.0,63.9
36,39.0,63.8
36,40.0,63.8
36,41.0,63.7
36,42.0,63.7
36,43.0,63.6
36,44.0,63.6
36,45.0,63.6
36,46.0,63.5
36,47.0,63.5
36,48.0,63.5
36,49.0,63.5
36,50.0,63.5
36,51.0,63.5
36,52.0,63.5
36,53.0,68.5
36,54.0,68.5
36,55.0,63.6
36,56.0,63.6
36,57.0,63.6
36,58.0,63.7
36,59.0,63.7
36,60.0,63.8
36,61.0,63.8
36,62.0,63.9
36,63.0,63.9
36,64.0,64.0
36,65.0,64.1
36,66.0,64.2
36,67.0,64.2
36,68.0,64.3
36,69.0,64.4
36,70.0,64.5
36,71.0,64.6
36,72.0,64.7
36,73.0,64.8
36,74.0,64.9
36,75.0,65.0
36,76.0,65.1
36,77.0,65.2
36,78.0,65.3
36,79.0,65.4
36,80.0,65.5
36,81.0,65.6
36,82.0,65.7
36,83.0,65.8
36,84.0,65.9
36,85.0,66.1
36,86.0,66.2
36,87.0,66.3
36,88.0,66.4
36,89.0,66.5
36,90.0,66.6
36,91.0,66.7
36,92.0,66.8
36,93.0,66.9
36,94.0,67.1
36,95.0,67.2
36,96.0,67.3
36,97.0,67.4
36,98.0,67.5
36,99.0,67.6
37,0.0,67.6
37,1.0,67.5
37,2.0,67.4
37,3.0,67.3
37,4.0,67.2
37,5.0,67.1
37,6.0,67.0
37,7.0,66.8
37,8.0,66.7
37,9.0,66.6
37,10.0,66.5
37,11.0,66.4
37,12.0,66.3
37,13.0,66.2
37,14.0,66.0
37,15.0,65.9
37,16.0,65.8
37,17.0,65.7
37,18.0,65.6
37,19.0,65.5
37,20.0,65.4
37,21.0,65.3
37,22.0,65.1
37,23.0,65.0
37,24.0,64.9
37,25.0,64.8
37,26.0,64.7
37,27.0,64.6
37,28.0,64.5
37,29.0,64.4
37,30.0,64.3
37,31.0,64.2
37,32.0,64.1
37,33.0,64.1
37,34.0,64.0
37,35.0,63.9
37,36.0,63.8
37,37.0,63.7
37,38.0,63.7
37,39.0,63.6
37,40.0,63.6
37,41.0,63.5
37,42.0,63.5
37,43.0,63.4
37,44.0,63.4
37,45.0,63.3
37,46.0,63.3
37,47.0,63.3
37,48.0,63.3
37,49.0,63.3
37,50.0,63.3
37,51.0,63.3
37,52.0,63.3
37,53.0,68.3
37,54.0,68.3
37,55.0,63.3
37,56.0,63.4
37,57.0,63.4
37,58.0,63.5
37,59.0,63.5
37,60.0,63.6
37,61.0,63.6
37,62.0,63.7
37,63.0,63.7
37,64.0,63.8
37,65.0,63.9
37,66.0,64.0
37,67.0,64.1
37,68.0,64.1
37,69.0,64.2
37,70.0,64.3
37,71.0,64.4
37,72.0,64.5
37,73.0,64.6
37,74.0,64.7
37,75.0,64.8
37,76.0,64.9
37,77.0,65.0
37,78.0,65.1
37,79.0,65.3
37,80.0,65.4
37,81.0,65.5
37,82.0,65.6
37,83.0,65.7
37,84.0,65.8
37,85.0,65.9
37,86.0,66.0
37,87.0,66.2
37,88.0,66.3
37,89.0,66.4
37,90.0,66.5
37,91.0,66.6
37,92.0,66.7
37,93.0,66.8
37,94.0,67.0
37,95.0,67.1
37,96.0,67.2
37,97.0,67.3
37,98.0,67.4
37,99.0,67.5
38,0.0,67.5
38,1.0,67.4
38,2.0,67.3
38,3.0,67.2
38,4.0,67.1
38,5.0,67.0
38,6.0,66.9
38,7.0,66.7
38,8.0,66.6
38,9.0,66.5
38,10.0,66.4
38,11.0,66.3
38,12.0,66.2
38,13.0,66.0
38,14.0,65.9
38,15.0,65.8
38,16.0,65.7
38,17.0,65.6
38,18.0,65.5
38,19.0,65.3
38,20.0,65.2
38,21.0,65.1
38,22.0,65.0
38,23.0,64.9
38,24.0,64.8
38,25.0,64.7
38,26.0,64.6
38,27.0,64.5
38,28.0,64.3
38,29.0,64.2
38,30.0,64.1
38,31.0,64.1
38,32.0,64.0
38,33.0,63.9
38,34.0,63.8
38,35.0,63.7
38,36.0,63.6
38,37.0,63.5
38,38.0,63.5
38,39.0,63.4
38,40.0,63.3
38,41.0,63.3
38,42.0,63.2
38,43.0,63.2
38,44.0,63.1
38,45.0,63.1
38,46.0,63.1
38,47.0,63.1
38,48.0,63.0
38,49.0,63.0
38,50.0,63.0
38,51.0,63.0
38,52.0,63.0
38,53.0,68.1
38,54.0,68.1
38,55.0,63.1
38,56.0,63.1
38,57.0,63.2
38,58.0,63.2
38,59.0,63.3
38,60.0,63.3
38,61.0,63.4
38,62.0,63.5
38,63.0,63.5
38,64.0,63.6
38,65.0,63.7
38,66.0,63.8
38,67.0,63.9
38,68.0,64.0
38,69.0,64.1
38,70.0,64.1
38,71.0,64.2
38,72.0,64.3
38,73.0,64.5
38,74.0,64.6
38,75.0,64.7
38,76.0,64.8
38,77.0,64.9
38,78.0,65.0
38,79.0,65.1
38,80.0,65.2
38,81.0,65.3
38,82.0,65.5
38,83.0,65.6
38,84.0,65.7
38,85.0,65.8
38,86.0,65.9
38,87.0,66.0
38,88.0,66.2
38,89.0,66.3
38,90.0,66.4
38,91.0,66.5
38,92.0,66.6
38,93.0,66.7
38,94.0,66.9
38,95.0,67.0
38,96.0,67.1
38,97.0,67.2
38,98.0,67.3
38,99.0,67.4
39,0.0,67.5
39,1.0,67.3
39,2.0,67.2
39,3.0,67.1
39,4.0,67.0
39,5.0,66.9
39,6.0,66.8
39,7.0,66.6
39,8.0,66.5
39,9.0,66.4
39,10.0,66.3
39,11.0,66.2
39,12.0,66.0
39,13.0,65.9
39,14.0,65.8
39,15.0,65.7
39,16.0,65.6
39,17.0,65.4
39,18.0,65.3
39,19.0,65.2
39,20.0,65.1
39,21.0,65.0
39,22.0,64.9
39,23.0,64.7
39,24.0,64.6
39,25.0,64.5
39,26.0,64.4
39,27.0,64.3
39,28.0,64.2
39,29.0,64.1
39,30.0,64.0
39,31.0,63.9
39,32.0,63.8
39,33.0,63.7
39,34.0,63.6
39,35.0,63.5
39,36.0,63.4
39,37.0,63.3
39,38.0,63.3
39,39.0,63.2
39,40.0,63.1
39,41.0,63.1
39,42.0,63.0
39,43.0,63.0
39,44.0,62.9
39,45.0,62.9
39,46.0,62.8
39,47.0,62.8
39,48.0,62.8
39,49.0,62.8
39,50.0,62.8
39,51.0,62.8
39,52.0,62.8
39,53.0,67.8
39,54.0,67.8
39,55.0,62.9
39,56.0,62.9
39,57.0,63.0
39,58.0,63.0
39,59.0,63.1
39,60.0,63.1
39,61.0,63.2
39,62.0,63.3
39,63.0,63.3
39,64.0,63.4
39,65.0,63.5
39,66.0,63.6
39,67.0,63.7
39,68.0,63.8
39,69.0,63.9
39,70.0,64.0
39,71.0,64.1
39,72.0,64.2
39,73.0,64.3
39,74.0,64.4
39,75.0,64.5
39,76.0,64.6
39,77.0,64.7
39,78.0,64.9
39,79.0,65.0
39,80.0,65.1
39,81.0,65.2
39,82.0,65.3
39,83.0,65.4
39,84.0,65.6
39,85.0,65.7
39,86.0,65.8
39,87.0,65.9
39,88.0,66.0
39,89.0,66.2
39,90.0,66.3
39,91.0,66.4
39,92.0,66.5
39,93.0,66.6
39,94.0,66.8
39,95.0,66.9
39,96.0,67.0
39,97.0,67.1
39,98.0,67.2
39,99.0,67.3
40,0.0,67.4
40,1.0,67.3
40,2.0,67.1
40,3.0,67.0
40,4.0,66.9
40,5.0,66.8
40,6.0,66.7
40,7.0,66.5
40,8.0,66.4
40,9.0,66.3
40,10.0,66.2
40,11.0,66.1
40,12.0,65.9
40,13.0,65.8
40,14.0,65.7
40,15.0,65.6
40,16.0,65.4
40,17.0,65.3
40,18.0,65.2
40,19.0,65.1
40,20.0,64.9
40,21.0,64.8
40,22.0,64.7
40,23.0,64.6
40,24.0,64.5
40,25.0,64.3
40,26.0,64.2
40,27.0,64.1
40,28.0,64.0
40,29.0,63.9
40,30.0,63.8
40,31.0,63.7
40,32.0,63.6
40,33.0,63.5
40,34.0,63.4
40,35.0,63.3
40,36.0,63.2
40,37.0,63.1
40,38.0,63.0
40,39.0,63.0
40,40.0,62.9
40,41.0,62.8
40,42.0,62.8
40,43.0,62.7
40,44.0,62.7
40,45.0,62.6
40,46.0,62.6
40,47.0,62.6
40,48.0,62.6
40,49.0,62.6
40,50.0,62.6
40,51.0,62.6
40,52.0,62.6
40,53.0,67.6
40,54.0,67.6
40,55.0,62.6
40,56.0,62.7
40,57.0,62.7
40,58.0,62.8
40,59.0,62.8
40,60.0,62.9
40,61.0,63.0
40,62.0,63.0
40,63.0,63.1
40,64.0,63.2
40,65.0,63.3
40,66.0,63.4
40,67.0,63.5
40,68.0,63.6
40,69.0,63.7
40,70.0,63.8
40,71.0,63.9
40,72.0,64.0
40,73.0,64.1
40,74.0,64.2
40,75.0,64.3
40,76.0,64.5
40,77.0,64.6
40,78.0,64.7
40,79.0,64.8
40,80.0,64.9
40,81.0,65.1
40,82.0,65.2
40,83.0,65.3
40,84.0,65.4
40,85.0,65.6
40,86.0,65.7
40,87.0,65.8
40,88.0,65.9
40,89.0,66.1
40,90.0,66.2
40,91.0,66.3
40,92.0,66.4
40,93.0,66.5
40,94.0,66.7
40,95.0,66.8
40,96.0,66.9
40,97.0,67.0
40,98.0,67.1
40,99.0,67.3
41,0.0,67.3
41,1.0,67.2
41,2.0,67.1
41,3.0,66.9
41,4.0,66.8
41,5.0,66.7
41,6.0,66.6
41,7.0,66.4
41,8.0,66.3
41,9.0,66.2
41,10.0,66.1
41,11.0,65.9
41,12.0,65.8
41,13.0,65.7
41,14.0,65.6
41,15.0,65.4
41,16.0,65.3
41,17.0,65.2
41,18.0,65.1
41,19.0,64.9
41,20.0,64.8
41,21.0,64.7
41,22.0,64.5
41,23.0,64.4
41,24.0,64.3
41,25.0,64.2
41,26.0,64.1
41,27.0,63.9
41,28.0,63.8
41,29.0,63.7
41,30.0,63.6
41,31.0,63.5
41,32.0,63.4
41,33.0,63.3
41,34.0,63.2
41,35.0,63.1
41,36.0,63.0
41,37.0,62.9
41,38.0,62.8
41,39.0,62.7
41,40.0,62.7
41,41.0,62.6
41,42.0,62.5
41,43.0,62.5
41,44.0,62.4
41,45.0,62.4
41,46.0,62.4
41,47.0,62.3
41,48.0,62.3
41,49.0,62.3
41,50.0,62.3
41,51.0,62.3
41,52.0,62.3
41,53.0,67.3
41,54.0,67.4
41,55.0,62.4
41,56.0,62.4
41,57.0,62.5
41,58.0,62.5
41,59.0,62.6
41,60.0,62.7
41,61.0,62.7
41,62.0,62.8
41,63.0,62.9
41,64.0,63.0
41,65.0,63.1
41,66.0,63.2
41,67.0,63.3
41,68.0,63.4
41,69.0,63.5
41,70.0,63.6
41,71.0,63.7
41,72.0,63.8
41,73.0,63.9
41,74.0,64.1
41,75.0,64.2
41,76.0,64.3
41,77.0,64.4
41,78.0,64.5
41,79.0,64.7
41,80.0,64.8
41,81.0,64.9
41,82.0,65.1
41,83.0,65.2
41,84.0,65.3
41,85.0,65.4
41,86.0,65.6
