x,y,total_attenuation_dB
13,91.0,69.1
13,92.0,69.2
13,93.0,69.2
13,94.0,69.3
13,95.0,69.4
13,96.0,69.4
13,97.0,69.5
13,98.0,69.6
13,99.0,69.6
14,0.0,69.6
14,1.0,69.5
14,2.0,69.5
14,3.0,74.4
14,4.0,74.3
14,5.0,74.3
14,6.0,69.2
14,7.0,69.1
14,8.0,74.1
14,9.0,74.0
14,10.0,73.9
14,11.0,68.9
14,12.0,68.8
14,13.0,68.7
14,14.0,68.7
14,15.0,68.6
14,16.0,68.6
14,17.0,68.5
14,18.0,68.4
14,19.0,68.4
14,20.0,68.3
14,21.0,68.3
14,22.0,68.2
14,23.0,68.2
14,24.0,68.1
14,25.0,68.1
14,26.0,68.0
14,27.0,68.0
14,28.0,67.9
14,29.0,67.9
14,30.0,67.8
14,31.0,67.8
14,32.0,67.7
14,33.0,67.7
14,34.0,67.7
14,35.0,67.6
14,36.0,67.6
14,37.0,67.6
14,38.0,67.5
14,39.0,67.5
14,40.0,67.5
14,41.0,67.5
14,42.0,67.5
14,43.0,67.4
14,44.0,67.4
14,45.0,67.4
14,46.0,67.4
14,47.0,67.4
14,48.0,67.4
14,49.0,77.4
14,50.0,77.4
14,51.0,77.4
14,52.0,67.4
14,53.0,67.4
14,54.0,72.4
14,55.0,72.4
14,56.0,72.4
14,57.0,72.4
14,58.0,67.5
14,59.0,67.5
14,60.0,67.5
14,61.0,67.5
14,62.0,67.5
14,63.0,67.6
14,64.0,67.6
14,65.0,67.6
14,66.0,67.7
14,67.0,67.7
14,68.0,67.7
14,69.0,67.8
14,70.0,67.8
14,71.0,67.9
14,72.0,67.9
14,73.0,68.0
14,74.0,68.0
14,75.0,68.1
14,76.0,68.1
14,77.0,68.2
14,78.0,68.2
14,79.0,68.3
14,80.0,68.3
14,81.0,68.4
14,82.0,68.4
14,83.0,68.5
14,84.0,68.6
14,85.0,68.6
14,86.0,68.7
14,87.0,68.7
14,88.0,68.8
14,89.0,68.9
14,90.0,68.9
14,91.0,69.0
14,92.0,69.1
14,93.0,69.1
14,94.0,69.2
14,95.0,69.3
14,96.0,69.3
14,97.0,69.4
14,98.0,69.5
14,99.0,69.5
15,0.0,69.5
15,1.0,69.5
15,2.0,69.4
15,3.0,69.3
15,4.0,74.2
15,5.0,74.2
15,6.0,74.1
15,7.0,69.0
15,8.0,69.0
15,9.0,73.9
15,10.0,73.8
15,11.0,68.8
15,12.0,68.7
15,13.0,68.6
15,14.0,68.6
15,15.0,68.5
15,16.0,68.4
15,17.0,68.4
15,18.0,68.3
15,19.0,68.3
15,20.0,68.2
15,21.0,68.1
15,22.0,68.1
15,23.0,68.0
15,24.0,68.0
15,25.0,67.9
15,26.0,67.9
15,27.0,67.8
15,28.0,67.8
15,29.0,67.7
15,30.0,67.7
15,31.0,67.6
15,32.0,67.6
15,33.0,67.6
15,34.0,67.5
15,35.0,67.5
15,36.0,67.5
15,37.0,67.4
15,38.0,67.4
15,39.0,67.4
15,40.0,67.4
15,41.0,67.3
15,42.0,67.3
15,43.0,67.3
15,44.0,67.3
15,45.0,67.3
15,46.0,67.3
15,47.0,67.2
15,48.0,67.2
15,49.0,77.2
15,50.0,77.2
15,51.0,77.2
15,52.0,67.2
15,53.0,67.2
15,54.0,72.3
15,55.0,72.3
15,56.0,72.3
15,57.0,72.3
15,58.0,67.3
15,59.0,67.3
15,60.0,67.4
15,61.0,67.4
15,62.0,67.4
15,63.0,67.4
15,64.0,67.5
15,65.0,67.5
15,66.0,67.5
15,67.0,67.6
15,68.0,67.6
15,69.0,67.6
15,70.0,67.7
15,71.0,67.7
15,72.0,67.8
15,73.0,67.8
15,74.0,67.9
15,75.0,67.9
15,76.0,68.0
15,77.0,68.0
15,78.0,68.1
15,79.0,68.1
15,80.0,68.2
15,81.0,68.3
15,82.0,68.3
15,83.0,68.4
15,84.0,68.4
15,85.0,68.5
15,86.0,68.6
15,87.0,68.6
15,88.0,68.7
15,89.0,68.8
15,90.0,68.8
15,91.0,68.9
15,92.0,69.0
15,93.0,69.0
15,94.0,69.1
15,95.0,69.2
15,96.0,69.2
15,97.0,69.3
15,98.0,69.4
15,99.0,69.5
16,0.0,69.4
16,1.0,69.4
16,2.0,69.3
16,3.0,69.2
16,4.0,74.1
16,5.0,74.1
16,6.0,74.0
16,7.0,73.9
16,8.0,68.9
16,9.0,73.8
16,10.0,73.7
16,11.0,73.7
16,12.0,68.6
16,13.0,68.5
16,14.0,68.5
16,15.0,68.4
16,16.0,68.3
16,17.0,68.3
16,18.0,68.2
16,19.0,68.1
16,20.0,68.1
16,21.0,68.0
16,22.0,68.0
16,23.0,67.9
16,24.0,67.9
16,25.0,67.8
16,26.0,67.8
16,27.0,67.7
16,28.0,67.7
16,29.0,67.6
16,30.0,67.6
16,31.0,67.5
16,32.0,67.5
16,33.0,67.4
16,34.0,67.4
16,35.0,67.4
16,36.0,67.3
16,37.0,67.3
16,38.0,67.3
16,39.0,67.2
16,40.0,67.2
16,41.0,67.2
16,42.0,67.2
16,43.0,67.1
16,44.0,67.1
16,45.0,67.1
16,46.0,67.1
16,47.0,67.1
16,48.0,67.1
16,49.0,77.1
16,50.0,77.1
16,51.0,77.1
16,52.0,67.1
16,53.0,67.1
16,54.0,72.1
16,55.0,72.1
16,56.0,72.1
16,57.0,72.1
16,58.0,67.2
16,59.0,67.2
16,60.0,67.2
16,61.0,67.2
16,62.0,67.3
16,63.0,67.3
16,64.0,67.3
16,65.0,67.4
16,66.0,67.4
16,67.0,67.4
16,68.0,67.5
16,69.0,67.5
16,70.0,67.6
16,71.0,67.6
16,72.0,67.7
16,73.0,67.7
16,74.0,67.8
16,75.0,67.8
16,76.0,67.9
16,77.0,67.9
16,78.0,68.0
16,79.0,68.0
16,80.0,68.1
16,81.0,68.1
16,82.0,68.2
16,83.0,68.3
16,84.0,68.3
16,85.0,68.4
16,86.0,68.5
16,87.0,68.5
16,88.0,68.6
16,89.0,68.7
16,90.0,68.7
16,91.0,68.8
16,92.0,68.9
16,93.0,68.9
16,94.0,69.0
16,95.0,69.1
16,96.0,69.1
16,97.0,69.2
16,98.0,69.3
16,99.0,69.4
17,0.0,69.4
17,1.0,69.3
17,2.0,69.2
17,3.0,69.1
17,4.0,69.1
17,5.0,74.0
17,6.0,73.9
17,7.0,73.8
17,8.0,73.8
17,9.0,68.7
17,10.0,73.6
17,11.0,73.6
17,12.0,68.5
17,13.0,68.4
17,14.0,68.4
17,15.0,68.3
17,16.0,68.2
17,17.0,68.2
17,18.0,68.1
17,19.0,68.0
17,20.0,68.0
17,21.0,67.9
17,22.0,67.8
17,23.0,67.8
17,24.0,67.7
17,25.0,67.7
17,26.0,67.6
17,27.0,67.6
17,28.0,67.5
17,29.0,67.5
17,30.0,67.4
17,31.0,67.4
17,32.0,67.3
17,33.0,67.3
17,34.0,67.3
17,35.0,67.2
17,36.0,67.2
17,37.0,67.2
17,38.0,67.1
17,39.0,67.1
17,40.0,67.1
17,41.0,67.0
17,42.0,67.0
17,43.0,67.0
17,44.0,67.0
17,45.0,67.0
17,46.0,67.0
17,47.0,67.0
17,48.0,66.9
17,49.0,76.9
17,50.0,76.9
17,51.0,76.9
17,52.0,66.9
17,53.0,67.0
17,54.0,72.0
17,55.0,72.0
17,56.0,72.0
17,57.0,72.0
17,58.0,67.0
17,59.0,67.0
17,60.0,67.1
17,61.0,67.1
17,62.0,67.1
17,63.0,67.2
17,64.0,67.2
17,65.0,67.2
17,66.0,67.3
17,67.0,67.3
17,68.0,67.3
17,69.0,67.4
17,70.0,67.4
17,71.0,67.5
17,72.0,67.5
17,73.0,67.6
17,74.0,67.6
17,75.0,67.7
17,76.0,67.7
17,77.0,67.8
17,78.0,67.8
17,79.0,67.9
17,80.0,68.0
17,81.0,68.0
17,82.0,68.1
17,83.0,68.2
17,84.0,68.2
17,85.0,68.3
17,86.0,68.4
17,87.0,68.4
17,88.0,68.5
17,89.0,68.6
17,90.0,68.6
17,91.0,68.7
17,92.0,68.8
17,93.0,68.8
17,94.0,68.9
17,95.0,69.0
17,96.0,69.1
17,97.0,69.1
17,98.0,69.2
17,99.0,69.3
18,0.0,69.3
18,1.0,69.2
18,2.0,69.1
18,3.0,69.0
18,4.0,69.0
18,5.0,68.9
18,6.0,73.8
18,7.0,73.7
18,8.0,73.7
18,9.0,68.6
18,10.0,68.5
18,11.0,68.5
18,12.0,68.4
18,13.0,68.3
18,14.0,68.2
18,15.0,68.2
18,16.0,68.1
18,17.0,68.0
18,18.0,68.0
18,19.0,67.9
18,20.0,67.8
18,21.0,67.8
18,22.0,67.7
18,23.0,67.7
18,24.0,67.6
18,25.0,67.6
18,26.0,67.5
18,27.0,67.4
18,28.0,67.4
18,29.0,67.3
18,30.0,67.3
18,31.0,67.2
18,32.0,67.2
18,33.0,67.2
18,34.0,67.1
18,35.0,67.1
18,36.0,67.0
18,37.0,67.0
18,38.0,67.0
18,39.0,66.9
18,40.0,66.9
18,41.0,66.9
18,42.0,66.9
18,43.0,66.9
18,44.0,66.8
18,45.0,66.8
18,46.0,66.8
18,47.0,66.8
18,48.0,66.8
18,49.0,76.8
18,50.0,76.8
18,51.0,76.8
18,52.0,66.8
18,53.0,66.8
18,54.0,71.8
18,55.0,71.8
18,56.0,71.8
18,57.0,71.9
18,58.0,66.9
18,59.0,66.9
18,60.0,66.9
18,61.0,66.9
18,62.0,67.0
18,63.0,67.0
18,64.0,67.0
18,65.0,67.1
18,66.0,67.1
18,67.0,67.2
18,68.0,67.2
18,69.0,67.2
18,70.0,67.3
18,71.0,67.3
18,72.0,67.4
18,73.0,67.4
18,74.0,67.5
18,75.0,67.6
18,76.0,67.6
18,77.0,67.7
18,78.0,67.7
18,79.0,67.8
18,80.0,67.8
18,81.0,67.9
18,82.0,68.0
18,83.0,68.0
18,84.0,68.1
18,85.0,68.2
18,86.0,68.2
18,87.0,68.3
18,88.0,68.4
18,89.0,68.5
18,90.0,68.5
18,91.0,68.6
18,92.0,68.7
18,93.0,68.7
18,94.0,68.8
18,95.0,68.9
18,96.0,69.0
18,97.0,69.0
18,98.0,69.1
18,99.0,69.2
19,0.0,69.2
19,1.0,69.1
19,2.0,69.0
19,3.0,68.9
19,4.0,68.9
19,5.0,68.8
19,6.0,68.7
19,7.0,73.6
19,8.0,73.6
19,9.0,73.5
19,10.0,68.4
19,11.0,68.4
19,12.0,68.3
19,13.0,68.2
19,14.0,68.1
19,15.0,68.1
19,16.0,68.0
19,17.0,67.9
19,18.0,67.9
19,19.0,67.8
19,20.0,67.7
19,21.0,67.7
19,22.0,67.6
19,23.0,67.5
19,24.0,67.5
19,25.0,67.4
19,26.0,67.4
19,27.0,67.3
19,28.0,67.3
19,29.0,67.2
19,30.0,67.2
19,31.0,67.1
19,32.0,67.1
19,33.0,67.0
19,34.0,67.0
19,35.0,66.9
19,36.0,66.9
19,37.0,66.9
19,38.0,66.8
19,39.0,66.8
19,40.0,66.8
19,41.0,66.7
19,42.0,66.7
19,43.0,66.7
19,44.0,66.7
19,45.0,66.7
19,46.0,66.7
19,47.0,66.6
19,48.0,66.6
19,49.0,76.6
19,50.0,76.6
19,51.0,76.6
19,52.0,66.6
19,53.0,66.6
19,54.0,71.7
19,55.0,71.7
19,56.0,71.7
19,57.0,66.7
19,58.0,66.7
19,59.0,66.7
19,60.0,66.8
19,61.0,66.8
19,62.0,66.8
19,63.0,66.9
19,64.0,66.9
19,65.0,66.9
19,66.0,67.0
19,67.0,67.0
19,68.0,67.1
19,69.0,67.1
19,70.0,67.2
19,71.0,67.2
19,72.0,67.3
19,73.0,67.3
19,74.0,67.4
19,75.0,67.4
19,76.0,67.5
19,77.0,67.5
19,78.0,67.6
19,79.0,67.7
19,80.0,67.7
19,81.0,67.8
19,82.0,67.9
19,83.0,67.9
19,84.0,68.0
19,85.0,68.1
19,86.0,68.1
19,87.0,68.2
19,88.0,68.3
19,89.0,68.4
19,90.0,68.4
19,91.0,68.5
19,92.0,68.6
19,93.0,68.6
19,94.0,68.7
19,95.0,68.8
19,96.0,68.9
19,97.0,68.9
19,98.0,69.0
19,99.0,69.1
20,0.0,69.1
20,1.0,69.0
20,2.0,68.9
20,3.0,68.9
20,4.0,68.8
20,5.0,68.7
20,6.0,68.6
20,7.0,68.5
20,8.0,73.5
20,9.0,73.4
20,10.0,73.3
20,11.0,68.2
20,12.0,68.2
20,13.0,68.1
20,14.0,68.0
20,15.0,68.0
20,16.0,67.9
20,17.0,67.8
20,18.0,67.7
20,19.0,67.7
20,20.0,67.6
20,21.0,67.5
20,22.0,67.5
20,23.0,67.4
20,24.0,67.4
20,25.0,67.3
20,26.0,67.2
20,27.0,67.2
20,28.0,67.1
20,29.0,67.1
20,30.0,67.0
20,31.0,67.0
20,32.0,66.9
20,33.0,66.9
20,34.0,66.8
20,35.0,66.8
20,36.0,66.8
20,37.0,66.7
20,38.0,66.7
20,39.0,66.6
20,40.0,66.6
20,41.0,66.6
20,42.0,66.6
20,43.0,66.5
20,44.0,66.5
20,45.0,66.5
20,46.0,66.5
20,47.0,66.5
20,48.0,66.5
20,49.0,76.5
20,50.0,76.5
20,51.0,76.5
20,52.0,66.5
20,53.0,66.5
20,54.0,71.5
20,55.0,71.5
20,56.0,71.5
20,57.0,66.5
20,58.0,66.6
20,59.0,66.6
20,60.0,66.6
20,61.0,66.6
20,62.0,66.7
20,63.0,66.7
20,64.0,66.8
20,65.0,66.8
20,66.0,66.8
20,67.0,66.9
20,68.0,66.9
20,69.0,67.0
20,70.0,67.0
20,71.0,67.1
20,72.0,67.1
20,73.0,67.2
20,74.0,67.2
20,75.0,67.3
20,76.0,67.4
20,77.0,67.4
20,78.0,67.5
20,79.0,67.5
20,80.0,67.6
20,81.0,67.7
20,82.0,67.7
20,83.0,67.8
20,84.0,67.9
20,85.0,68.0
20,86.0,68.0
20,87.0,68.1
20,88.0,68.2
20,89.0,68.2
20,90.0,68.3
20,91.0,68.4
20,92.0,68.5
20,93.0,68.5
20,94.0,68.6
20,95.0,68.7
20,96.0,68.8
20,97.0,68.9
20,98.0,68.9
20,99.0,69.0
21,0.0,69.0
21,1.0,68.9
21,2.0,68.8
21,3.0,68.8
21,4.0,68.7
21,5.0,68.6
21,6.0,68.5
21,7.0,68.5
21,8.0,73.4
21,9.0,73.3
21,10.0,73.2
21,11.0,68.1
21,12.0,68.1
21,13.0,68.0
21,14.0,67.9
21,15.0,67.8
21,16.0,67.8
21,17.0,67.7
21,18.0,67.6
21,19.0,67.6
21,20.0,67.5
21,21.0,67.4
21,22.0,67.4
21,23.0,67.3
21,24.0,67.2
21,25.0,67.2
21,26.0,67.1
21,27.0,67.0
21,28.0,67.0
21,29.0,66.9
21,30.0,66.9
21,31.0,66.8
21,32.0,66.8
21,33.0,66.7
21,34.0,66.7
21,35.0,66.6
21,36.0,66.6
21,37.0,66.6
21,38.0,66.5
21,39.0,66.5
21,40.0,66.5
21,41.0,66.4
21,42.0,66.4
21,43.0,66.4
21,44.0,66.4
21,45.0,66.4
21,46.0,66.3
21,47.0,66.3
21,48.0,66.3
21,49.0,76.3
21,50.0,76.3
21,51.0,76.3
21,52.0,66.3
21,53.0,66.3
21,54.0,71.3
21,55.0,71.4
21,56.0,71.4
21,57.0,66.4
21,58.0,66.4
21,59.0,66.4
21,60.0,66.5
21,61.0,66.5
21,62.0,66.5
21,63.0,66.6
21,64.0,66.6
21,65.0,66.6
21,66.0,66.7
21,67.0,66.7
21,68.0,66.8
21,69.0,66.8
21,70.0,66.9
21,71.0,66.9
21,72.0,67.0
21,73.0,67.0
21,74.0,67.1
21,75.0,67.2
21,76.0,67.2
21,77.0,67.3
21,78.0,67.4
21,79.0,67.4
21,80.0,67.5
21,81.0,67.6
21,82.0,67.6
21,83.0,67.7
21,84.0,67.8
21,85.0,67.8
21,86.0,67.9
21,87.0,68.0
21,88.0,68.1
21,89.0,68.1
21,90.0,68.2
21,91.0,68.3
21,92.0,68.4
21,93.0,68.5
21,94.0,68.5
21,95.0,68.6
21,96.0,68.7
21,97.0,68.8
21,98.0,68.8
21,99.0,68.9
22,0.0,68.9
22,1.0,68.8
22,2.0,68.8
22,3.0,68.7
22,4.0,68.6
22,5.0,68.5
22,6.0,68.4
22,7.0,68.4
22,8.0,68.3
22,9.0,73.2
22,10.0,73.1
22,11.0,73.0
22,12.0,68.0
22,13.0,67.9
22,14.0,67.8
22,15.0,67.7
22,16.0,67.7
22,17.0,67.6
22,18.0,67.5
22,19.0,67.4
22,20.0,67.4
22,21.0,67.3
22,22.0,67.2
22,23.0,67.2
22,24.0,67.1
22,25.0,67.0
22,26.0,67.0
22,27.0,66.9
22,28.0,66.8
22,29.0,66.8
22,30.0,66.7
22,31.0,66.7
22,32.0,66.6
22,33.0,66.6
22,34.0,66.5
22,35.0,66.5
22,36.0,66.4
22,37.0,66.4
22,38.0,66.4
22,39.0,66.3
22,40.0,66.3
22,41.0,66.3
22,42.0,66.3
22,43.0,66.2
22,44.0,66.2
22,45.0,66.2
22,46.0,66.2
22,47.0,66.2
22,48.0,66.2
22,49.0,76.2
22,50.0,76.2
22,51.0,76.2
22,52.0,66.2
22,53.0,66.2
22,54.0,71.2
22,55.0,71.2
22,56.0,71.2
22,57.0,66.2
22,58.0,66.3
22,59.0,66.3
22,60.0,66.3
22,61.0,66.3
22,62.0,66.4
22,63.0,66.4
22,64.0,66.4
22,65.0,66.5
22,66.0,66.5
22,67.0,66.6
22,68.0,66.6
22,69.0,66.7
22,70.0,66.7
22,71.0,66.8
22,72.0,66.8
22,73.0,66.9
22,74.0,67.0
22,75.0,67.0
22,76.0,67.1
22,77.0,67.2
22,78.0,67.2
22,79.0,67.3
22,80.0,67.4
22,81.0,67.4
22,82.0,67.5
22,83.0,67.6
22,84.0,67.7
22,85.0,67.7
22,86.0,67.8
22,87.0,67.9
22,88.0,68.0
22,89.0,68.0
22,90.0,68.1
22,91.0,68.2
22,92.0,68.3
22,93.0,68.4
22,94.0,68.4
22,95.0,68.5
22,96.0,68.6
22,97.0,68.7
22,98.0,68.8
22,99.0,68.8
23,0.0,68.8
23,1.0,68.8
23,2.0,68.7
23,3.0,68.6
23,4.0,68.5
23,5.0,68.4
23,6.0,68.3
23,7.0,68.3
23,8.0,68.2
23,9.0,68.1
23,10.0,73.0
23,11.0,72.9
23,12.0,72.8
23,13.0,67.8
23,14.0,67.7
23,15.0,67.6
23,16.0,67.5
23,17.0,67.5
23,18.0,67.4
23,19.0,67.3
23,20.0,67.2
23,21.0,67.2
23,22.0,67.1
23,23.0,67.0
23,24.0,67.0
23,25.0,66.9
23,26.0,66.8
23,27.0,66.8
23,28.0,66.7
23,29.0,66.6
23,30.0,66.6
23,31.0,66.5
23,32.0,66.5
23,33.0,66.4
23,34.0,66.4
23,35.0,66.3
23,36.0,66.3
23,37.0,66.3
23,38.0,66.2
23,39.0,66.2
23,40.0,66.1
23,41.0,66.1
23,42.0,66.1
23,43.0,66.1
23,44.0,66.0
23,45.0,66.0
23,46.0,66.0
23,47.0,66.0
23,48.0,66.0
23,49.0,76.0
23,50.0,76.0
23,51.0,76.0
23,52.0,66.0
23,53.0,66.0
23,54.0,71.0
23,55.0,71.0
23,56.0,71.0
23,57.0,66.1
23,58.0,66.1
23,59.0,66.1
23,60.0,66.1
23,61.0,66.2
23,62.0,66.2
23,63.0,66.3
23,64.0,66.3
23,65.0,66.3
23,66.0,66.4
23,67.0,66.4
23,68.0,66.5
23,69.0,66.5
23,70.0,66.6
23,71.0,66.6
23,72.0,66.7
23,73.0,66.8
23,74.0,66.8
23,75.0,66.9
23,76.0,67.0
23,77.0,67.0
23,78.0,67.1
23,79.0,67.2
23,80.0,67.2
23,81.0,67.3
23,82.0,67.4
23,83.0,67.5
23,84.0,67.5
23,85.0,67.6
23,86.0,67.7
23,87.0,67.8
23,88.0,67.8
23,89.0,67.9
23,90.0,68.0
23,91.0,68.1
23,92.0,68.2
23,93.0,68.3
23,94.0,68.3
23,95.0,68.4
23,96.0,68.5
23,97.0,68.6
23,98.0,68.7
23,99.0,68.8
24,0.0,68.7
24,1.0,68.7
24,2.0,68.6
24,3.0,68.5
24,4.0,68.4
24,5.0,68.3
24,6.0,68.2
24,7.0,68.2
24,8.0,68.1
24,9.0,68.0
24,10.0,67.9
24,11.0,72.8
24,12.0,72.7
24,13.0,72.7
24,14.0,67.6
24,15.0,67.5
24,16.0,67.4
24,17.0,67.3
24,18.0,67.3
24,19.0,67.2
24,20.0,67.1
24,21.0,67.0
24,22.0,67.0
24,23.0,66.9
24,24.0,66.8
24,25.0,66.8
24,26.0,66.7
24,27.0,66.6
24,28.0,66.6
24,29.0,66.5
24,30.0,66.4
24,31.0,66.4
24,32.0,66.3
24,33.0,66.3
24,34.0,66.2
24,35.0,66.2
24,36.0,66.1
24,37.0,66.1
24,38.0,66.1
24,39.0,66.0
24,40.0,66.0
24,41.0,66.0
24,42.0,65.9
24,43.0,65.9
24,44.0,65.9
24,45.0,65.9
24,46.0,65.8
24,47.0,65.8
24,48.0,65.8
24,49.0,75.8
24,50.0,75.8
24,51.0,75.8
24,52.0,65.8
24,53.0,65.8
24,54.0,70.8
24,55.0,70.9
24,56.0,70.9
24,57.0,65.9
24,58.0,65.9
24,59.0,66.0
24,60.0,66.0
24,61.0,66.0
24,62.0,66.1
24,63.0,66.1
24,64.0,66.1
24,65.0,66.2
24,66.0,66.2
24,67.0,66.3
24,68.0,66.3
24,69.0,66.4
24,70.0,66.4
24,71.0,66.5
24,72.0,66.6
24,73.0,66.6
24,74.0,66.7
24,75.0,66.8
24,76.0,66.8
24,77.0,66.9
24,78.0,67.0
24,79.0,67.0
24,80.0,67.1
24,81.0,67.2
24,82.0,67.3
24,83.0,67.3
24,84.0,67.4
24,85.0,67.5
24,86.0,67.6
24,87.0,67.7
24,88.0,67.7
24,89.0,67.8
24,90.0,67.9
24,91.0,68.0
24,92.0,68.1
24,93.0,68.2
24,94.0,68.2
24,95.0,68.3
24,96.0,68.4
24,97.0,68.5
24,98.0,68.6
24,99.0,68.7
25,0.0,68.7
25,1.0,68.6
25,2.0,68.5
25,3.0,68.4
25,4.0,68.3
25,5.0,68.2
25,6.0,68.1
25,7.0,68.1
25,8.0,68.0
25,9.0,67.9
25,10.0,67.8
25,11.0,72.7
25,12.0,72.6
25,13.0,72.5
25,14.0,67.5
25,15.0,67.4
25,16.0,67.3
25,17.0,67.2
25,18.0,67.1
25,19.0,67.1
25,20.0,67.0
25,21.0,66.9
25,22.0,66.8
25,23.0,66.8
25,24.0,66.7
25,25.0,66.6
25,26.0,66.6
25,27.0,66.5
25,28.0,66.4
25,29.0,66.4
25,30.0,66.3
25,31.0,66.2
25,32.0,66.2
25,33.0,66.1
25,34.0,66.1
25,35.0,66.0
25,36.0,66.0
25,37.0,65.9
25,38.0,65.9
25,39.0,65.9
25,40.0,65.8
25,41.0,65.8
25,42.0,65.8
25,43.0,65.7
25,44.0,65.7
25,45.0,65.7
25,46.0,65.7
25,47.0,65.7
25,48.0,65.7
25,49.0,75.7
25,50.0,75.6
25,51.0,75.7
25,52.0,65.7
25,53.0,65.7
25,54.0,70.7
25,55.0,70.7
25,56.0,70.7
25,57.0,65.7
25,58.0,65.8
25,59.0,65.8
25,60.0,65.8
25,61.0,65.9
25,62.0,65.9
25,63.0,65.9
25,64.0,66.0
25,65.0,66.0
25,66.0,66.1
25,67.0,66.1
25,68.0,66.2
25,69.0,66.2
25,70.0,66.3
25,71.0,66.4
25,72.0,66.4
25,73.0,66.5
25,74.0,66.6
25,75.0,66.6
25,76.0,66.7
25,77.0,66.8
25,78.0,66.8
25,79.0,66.9
25,80.0,67.0
25,81.0,67.1
25,82.0,67.1
25,83.0,67.2
25,84.0,67.3
25,85.0,67.4
25,86.0,67.5
25,87.0,67.5
25,88.0,67.6
25,89.0,67.7
25,90.0,67.8
25,91.0,67.9
25,92.0,68.0
25,93.0,68.1
25,94.0,68.1
25,95.0,68.2
25,96.0,68.3
25,97.0,68.4
25,98.0,68.5
25,99.0,68.6
26,0.0,68.6
26,1.0,68.5
26,2.0,68.4
26,3.0,68.3
26,4.0,68.2
26,5.0,68.1
26,6.0,68.0
26,7.0,68.0
26,8.0,67.9
26,9.0,67.8
26,10.0,67.7
26,11.0,67.6
26,12.0,72.5
26,13.0,72.4
26,14.0,72.3
26,15.0,67.3
26,16.0,67.2
26,17.0,67.1
26,18.0,67.0
26,19.0,66.9
26,20.0,66.9
26,21.0,66.8
26,22.0,66.7
26,23.0,66.6
26,24.0,66.6
26,25.0,66.5
26,26.0,66.4
26,27.0,66.3
26,28.0,66.3
26,29.0,66.2
26,30.0,66.1
26,31.0,66.1
26,32.0,66.0
26,33.0,66.0
26,34.0,65.9
26,35.0,65.9
26,36.0,65.8
26,37.0,65.8
26,38.0,65.7
26,39.0,65.7
26,40.0,65.7
26,41.0,65.6
26,42.0,65.6
26,43.0,65.6
26,44.0,65.5
26,45.0,65.5
26,46.0,65.5
26,47.0,65.5
26,48.0,65.5
26,49.0,65.5
26,50.0,65.5
26,51.0,65.5
26,52.0,65.5
26,53.0,65.5
26,54.0,70.5
26,55.0,70.5
26,56.0,70.5
26,57.0,65.6
26,58.0,65.6
26,59.0,65.6
26,60.0,65.7
26,61.0,65.7
26,62.0,65.7
26,63.0,65.8
26,64.0,65.8
26,65.0,65.9
26,66.0,65.9
26,67.0,66.0
26,68.0,66.0
26,69.0,66.1
26,70.0,66.1
26,71.0,66.2
26,72.0,66.3
26,73.0,66.3
26,74.0,66.4
26,75.0,66.5
26,76.0,66.6
26,77.0,66.6
26,78.0,66.7
26,79.0,66.8
26,80.0,66.9
26,81.0,66.9
26,82.0,67.0
26,83.0,67.1
26,84.0,67.2
26,85.0,67.3
26,86.0,67.3
26,87.0,67.4
26,88.0,67.5
26,89.0,67.6
26,90.0,67.7
26,91.0,67.8
26,92.0,67.9
26,93.0,68.0
26,94.0,68.0
26,95.0,68.1
26,96.0,68.2
26,97.0,68.3
26,98.0,68.4
26,99.0,68.5
27,0.0,68.5
27,1.0,68.4
27,2.0,68.3
27,3.0,68.2
27,4.0,68.1
27,5.0,68.0
27,6.0,67.9
27,7.0,67.9
27,8.0,67.8
27,9.0,67.7
27,10.0,67.6
27,11.0,67.5
27,12.0,67.4
27,13.0,72.3
27,14.0,72.2
27,15.0,72.1
27,16.0,67.1
27,17.0,67.0
27,18.0,66.9
27,19.0,66.8
27,20.0,66.7
27,21.0,66.6
27,22.0,66.6
27,23.0,66.5
27,24.0,66.4
27,25.0,66.3
27,26.0,66.3
27,27.0,66.2
27,28.0,66.1
27,29.0,66.1
27,30.0,66.0
27,31.0,65.9
27,32.0,65.9
27,33.0,65.8
27,34.0,65.8
27,35.0,65.7
27,36.0,65.6
27,37.0,65.6
27,38.0,65.6
27,39.0,65.5
27,40.0,65.5
27,41.0,65.4
27,42.0,65.4
27,43.0,65.4
27,44.0,65.4
27,45.0,65.3
27,46.0,65.3
27,47.0,65.3
27,48.0,65.3
27,49.0,65.3
27,50.0,65.3
27,51.0,65.3
27,52.0,65.3
27,53.0,65.3
27,54.0,70.3
27,55.0,70.3
27,56.0,65.4
27,57.0,65.4
27,58.0,65.4
27,59.0,65.4
27,60.0,65.5
27,61.0,65.5
27,62.0,65.6
27,63.0,65.6
27,64.0,65.6
27,65.0,65.7
27,66.0,65.8
27,67.0,65.8
27,68.0,65.9
27,69.0,65.9
27,70.0,66.0
27,71.0,66.1
27,72.0,66.1
27,73.0,66.2
27,74.0,66.3
27,75.0,66.3
27,76.0,66.4
27,77.0,66.5
27,78.0,66.6
27,79.0,66.6
27,80.0,66.7
27,81.0,66.8
27,82.0,66.9
27,83.0,67.0
27,84.0,67.1
27,85.0,67.1
27,86.0,67.2
27,87.0,67.3
27,88.0,67.4
