50.00000,0.01000
50.06250,0.01000
50.12500,0.01000
50.18750,0.01000
50.25000,0.01000
50.31250,0.01000
50.37500,0.01000
50.43750,0.01000
50.50000,0.01000
50.56250,0.01000
50.62500,0.01000
50.68750,0.01000
50.75000,0.01000
50.81250,0.01000
50.87500,0.01000
50.93750,0.01000
51.00000,0.01000
51.06250,0.01000
51.12500,0.01000
51.18750,0.01000
51.25000,0.00000
51.31250,0.00000
51.37500,0.00000
51.43750,0.00000
51.50000,0.00000
51.56250,0.00000
51.62500,0.00000
51.68750,0.00000
51.75000,0.00000
51.81250,0.00000
51.87500,0.00000
51.93750,0.00000
52.00000,0.00000
52.06250,0.00000
52.12500,0.00000
52.18750,0.00000
52.25000,0.00000
52.31250,0.00000
52.37500,0.00000
52.43750,0.00000
52.50000,0.01000
52.56250,0.01000
52.62500,0.01000
52.68750,0.01000
52.75000,0.01000
52.81250,0.01000
52.87500,0.01000
52.93750,0.01000
53.00000,0.01000
53.06250,0.01000
53.12500,0.01000
53.18750,0.01000
53.25000,0.01000
53.31250,0.01000
53.37500,0.01000
53.43750,0.01000
53.50000,0.01000
53.56250,0.01000
53.62500,0.01000
53.68750,0.01000
53.75000,0.00000
53.81250,0.00000
53.87500,0.00000
53.93750,0.00000
54.00000,0.00000
54.06250,0.00000
54.12500,0.00000
54.18750,0.00000
54.25000,0.00000
54.31250,0.00000
54.37500,0.00000
54.43750,0.00000
54.50000,0.00000
54.56250,0.00000
54.62500,0.00000
54.68750,0.00000
54.75000,0.00000
54.81250,0.00000
54.87500,0.00000
54.93750,0.00000
55.00000,0.00579
55.45000,0.00604
55.90000,0.00629
56.35000,0.00653
56.80000,0.00676
57.25000,0.00699
57.70000,0.00721
58.15000,0.00743
58.60000,0.00763
59.05000,0.00783
59.50000,0.00802
59.95000,0.00821
60.40000,0.00838
60.85000,0.00855
61.30000,0.00871
61.75000,0.00886
62.20000,0.00900
62.65000,0.00913
63.10000,0.00926
63.55000,0.00937
64.00000,0.00947
64.45000,0.00957
64.90000,0.00966
65.35000,0.00973
65.80000,0.00980
66.25000,0.00986
66.70000,0.00991
67.15000,0.00994
67.60000,0.00997
68.05000,0.00999
68.50000,0.01000
68.95000,0.01000
69.40000,0.00999
69.85000,0.00997
70.30000,0.00993
70.75000,0.00989
71.20000,0.00984
71.65000,0.00978
72.10000,0.00971
72.55000,0.00963
73.00000,0.00954
73.45000,0.00945
73.90000,0.00934
74.35000,0.00922
74.80000,0.00910
75.25000,0.00896
75.70000,0.00882
76.15000,0.00866
76.60000,0.00850
77.05000,0.00833
77.50000,0.00816
77.95000,0.00797
78.40000,0.00778
78.85000,0.00758
79.30000,0.00737
79.75000,0.00715
80.20000,0.00693
80.65000,0.00670
81.10000,0.00646
81.55000,0.00622
82.00000,0.00597
82.45000,0.00571
82.90000,0.00545
83.35000,0.00519
83.80000,0.00492
84.25000,0.00464
84.70000,0.00436
85.15000,0.00408
85.60000,0.00379
86.05000,0.00349
86.50000,0.00320
86.95000,0.00290
87.40000,0.00260
87.85000,0.00229
88.30000,0.00198
88.75000,0.00168
89.20000,0.00137
89.65000,0.00105
90.10000,0.00074
90.55000,0.00043
91.00000,0.00011
91.45000,0.00020
91.90000,0.00051
92.35000,0.00083
92.80000,0.00114
93.25000,0.00145
93.70000,0.00176
94.15000,0.00207
94.60000,0.00238
95.05000,0.00268
95.50000,0.00298
95.95000,0.00328
96.40000,0.00358
96.85000,0.00387
97.30000,0.00416
97.75000,0.00444
98.20000,0.00472
98.65000,0.00499
99.10000,0.00526
99.55000,0.00553
