timestamp,actual_x,actual_y,estimated_x,estimated_y,ap0_angle,ap1_angle
71950.0,0.6448,0.1151,0.6636,0.1170,
72000.0,0.6415,0.1149,0.6615,0.1182,
72050.0,0.6377,0.1140,0.6576,0.1164,
72100.0,0.6343,0.1133,0.6560,0.1173,
72150.0,0.6302,0.1117,0.6528,0.1159,
72200.0,0.6263,0.1115,0.6490,0.1181,
72250.0,0.6219,0.1122,0.6427,0.1151,
72300.0,0.6189,0.1140,0.6399,0.1168,
72350.0,0.6137,0.1123,0.6349,0.1144,
72400.0,0.6112,0.1101,0.6350,0.1143,
72450.0,0.6083,0.1087,0.6311,0.1124,
72500.0,0.6057,0.1051,0.6290,0.1138,
72550.0,0.6026,0.1047,0.6222,0.1104,
72600.0,0.5992,0.1046,0.6205,0.1115,
72650.0,0.5951,0.1043,0.6152,0.1088,
72700.0,0.5903,0.1039,0.6120,0.1108,
72750.0,0.5861,0.1041,0.6079,0.1086,
72800.0,0.5812,0.1048,0.6055,0.1102,
72850.0,0.5769,0.1023,0.5987,0.1066,
72900.0,0.5740,0.1026,0.5953,0.1088,
72950.0,0.5716,0.1030,0.5900,0.1059,
73000.0,0.5660,0.1046,0.5860,0.1086,
73050.0,0.5626,0.1063,0.5819,0.1063,
73100.0,0.5577,0.1079,0.5788,0.1084,
73150.0,0.5542,0.1063,0.5757,0.1065,
73200.0,0.5505,0.1059,0.5721,0.1090,
73250.0,0.5426,0.1064,0.5665,0.1054,
73300.0,0.5390,0.1059,0.5626,0.1081,
73350.0,0.5352,0.1047,0.5583,0.1053,
73400.0,0.5306,0.1035,0.5543,0.1081,
73450.0,0.5274,0.1029,0.5510,0.1058,
73500.0,0.5237,0.1038,0.5480,0.1080,
73550.0,0.5211,0.1019,0.5425,0.1040,
73600.0,0.5174,0.1015,0.5402,0.1057,
73650.0,0.5147,0.1002,0.5388,0.1046,
73700.0,0.5181,0.0996,0.5379,0.1052,
73750.0,0.5218,0.1017,0.5367,0.1043,
73800.0,0.5279,0.1032,0.5370,0.1042,
73850.0,0.5311,0.1007,0.5361,0.1035,
73900.0,0.5355,0.1010,0.5372,0.1026,
73950.0,0.5389,0.0996,0.5365,0.1021,
74000.0,0.5415,0.1004,0.5385,0.1006,
74050.0,0.5474,0.0982,0.5407,0.1022,
74100.0,0.5499,0.0984,0.5423,0.1010,
74150.0,0.5543,0.0989,0.5441,0.1023,
74200.0,0.5583,0.0995,0.5466,0.1005,
74250.0,0.5625,0.0998,0.5480,0.1015,
74300.0,0.5652,0.1009,0.5501,0.1000,
74350.0,0.5704,0.1031,0.5542,0.1028,
74400.0,0.5746,0.1015,0.5572,0.1006,
74450.0,0.5783,0.1017,0.5607,0.1028,
74500.0,0.5833,0.1008,0.5632,0.1010,
74550.0,0.5883,0.1001,0.5660,0.1028,
74600.0,0.5925,0.1011,0.5681,0.1013,
74650.0,0.5976,0.1048,0.5735,0.1046,
74700.0,0.6020,0.1061,0.5769,0.1023,
74750.0,0.6060,0.1067,0.5813,0.1048,
74800.0,0.6111,0.1077,0.5842,0.1029,
74850.0,0.6131,0.1068,0.5878,0.1050,
74900.0,0.6176,0.1058,0.5902,0.1034,
74950.0,0.6231,0.1046,0.5932,0.1050,
75000.0,0.6265,0.1042,0.5951,0.1037,
75050.0,0.6299,0.1051,0.6010,0.1068,
75100.0,0.6312,0.1056,0.6048,0.1044,
75150.0,0.6346,0.1053,0.6096,0.1068,
75200.0,0.6412,0.1038,0.6128,0.1048,
75250.0,0.6465,0.1055,0.6167,0.1067,
75300.0,0.6508,0.1059,0.6194,0.1051,
75350.0,0.6551,0.1070,0.6263,0.1084,
75400.0,0.6606,0.1061,0.6285,0.1070,
75450.0,0.6644,0.1073,0.6342,0.1096,
75500.0,0.6667,0.1074,0.6390,0.1067,
75550.0,0.6704,0.1078,0.6436,0.1088,
75600.0,0.6731,0.1072,0.6477,0.1063,
75650.0,0.6761,0.1078,0.6515,0.1080,
75700.0,0.6803,0.1085,0.6549,0.1060,
75750.0,0.6835,0.1099,0.6580,0.1073,
75800.0,0.6848,0.1092,0.6608,0.1057,
75850.0,0.6885,0.1091,0.6675,0.1084,
75900.0,0.6931,0.1097,0.6699,0.1070,
75950.0,0.6968,0.1094,0.6754,0.1092,
76000.0,0.6998,0.1097,0.6773,0.1081,
76050.0,0.7060,0.1092,0.6818,0.1098,
76100.0,0.7098,0.1119,0.6834,0.1089,
76150.0,0.7125,0.1127,0.6870,0.1103,
76200.0,0.7164,0.1127,0.6883,0.1096,
76250.0,0.7216,0.1134,0.6957,0.1124,
76300.0,0.7261,0.1132,0.6967,0.1118,
76350.0,0.7299,0.1147,0.7027,0.1140,
76400.0,0.7328,0.1144,0.7036,0.1135,
76450.0,0.7358,0.1164,0.7085,0.1153,
76500.0,0.7395,0.1178,0.7092,0.1149,
76550.0,0.7442,0.1147,0.7131,0.1164,
76600.0,0.7475,0.1159,0.7188,0.1133,
76650.0,0.7535,0.1168,0.7268,0.1161,
76700.0,0.7577,0.1152,0.7316,0.1136,
76750.0,0.7611,0.1167,0.7382,0.1158,
76800.0,0.7654,0.1159,0.7423,0.1137,
76850.0,0.7678,0.1163,0.7477,0.1155,
76900.0,0.7694,0.1162,0.7510,0.1137,
76950.0,0.7702,0.1183,0.7555,0.1152,
77000.0,0.7712,0.1182,0.7583,0.1137,
77050.0,0.7742,0.1187,0.7619,0.1149,
77100.0,0.7783,0.1179,0.7642,0.1137,
77150.0,0.7823,0.1199,0.7671,0.1146,
77200.0,0.7857,0.1178,0.7690,0.1137,
77250.0,0.7914,0.1188,0.7713,0.1144,
77300.0,0.7885,0.1187,0.7729,0.1137,
77350.0,0.7848,0.1188,0.7748,0.1142,
77400.0,0.7824,0.1218,0.7760,0.1136,
77450.0,0.7774,0.1213,0.7776,0.1141,
77500.0,0.7726,0.1204,0.7720,0.1169,
77550.0,0.7708,0.1199,0.7732,0.1172,
77600.0,0.7671,0.1214,0.7688,0.1194,
77650.0,0.7629,0.1211,0.7697,0.1197,
77700.0,0.7601,0.1229,0.7663,0.1214,
77750.0,0.7535,0.1210,0.7619,0.1200,
77800.0,0.7498,0.1209,0.7592,0.1213,
77850.0,0.7435,0.1219,0.7557,0.1202,
77900.0,0.7386,0.1226,0.7536,0.1212,
77950.0,0.7345,0.1216,0.7509,0.1203,
78000.0,0.7316,0.1204,0.7492,0.1211,
78050.0,0.7265,0.1222,0.7471,0.1204,
78100.0,0.7217,0.1227,0.7458,0.1210,
78150.0,0.7159,0.1208,0.7391,0.1187,
78200.0,0.7114,0.1200,0.7334,0.1217,
78250.0,0.7084,0.1224,0.7283,0.1198,
78300.0,0.7058,0.1235,0.7239,0.1221,
78350.0,0.7038,0.1237,0.7199,0.1206,
78400.0,0.6996,0.1241,0.7165,0.1224,
78450.0,0.6959,0.1239,0.7134,0.1212,
78500.0,0.6930,0.1252,0.7108,0.1226,
78550.0,0.6905,0.1258,0.7083,0.1216,
78600.0,0.6866,0.1247,0.7062,0.1227,
78650.0,0.6828,0.1253,0.7043,0.1219,
78700.0,0.6797,0.1251,0.6991,0.1247,
78750.0,0.6772,0.1241,0.6976,0.1241,
78800.0,0.6714,0.1262,0.6935,0.1263,
78850.0,0.6683,0.1259,0.6881,0.1240,
78900.0,0.6654,0.1264,0.6850,0.1257,
78950.0,0.6626,0.1265,0.6808,0.1238,
79000.0,0.6576,0.1247,0.6784,0.1251,
79050.0,0.6513,0.1229,0.6751,0.1236,
79100.0,0.6483,0.1215,0.6732,0.1247,
79150.0,0.6452,0.1212,0.6666,0.1217,
79200.0,0.6430,0.1198,0.6652,0.1225,
79250.0,0.6401,0.1163,0.6600,0.1201,
79300.0,0.6372,0.1159,0.6588,0.1207,
79350.0,0.6345,0.1163,0.6547,0.1188,
79400.0,0.6296,0.1146,0.6513,0.1208,
79450.0,0.6285,0.1177,0.6481,0.1193,
79500.0,0.6224,0.1190,0.6454,0.1208,
79550.0,0.6207,0.1193,0.6429,0.1196,
79600.0,0.6188,0.1165,0.6408,0.1208,
79650.0,0.6152,0.1155,0.6351,0.1180,
79700.0,0.6105,0.1154,0.6314,0.1202,
79750.0,0.6052,0.1164,0.6270,0.1179,
79800.0,0.5998,0.1163,0.6241,0.1196,
79850.0,0.5958,0.1159,0.6171,0.1159,
79900.0,0.5894,0.1135,0.6131,0.1184,
79950.0,0.5855,0.1144,0.6077,0.1154,
80000.0,0.5797,0.1136,0.6047,0.1173,
80050.0,0.5772,0.1150,0.6005,0.1149,
80100.0,0.5730,0.1135,0.5966,0.1174,
80150.0,0.5693,0.1138,0.5933,0.1154,
80200.0,0.5652,0.1143,0.5904,0.1173,
80250.0,0.5620,0.1117,0.5846,0.1138,
80300.0,0.5593,0.1105,0.5810,0.1162,
80350.0,0.5541,0.1101,0.5765,0.1133,
80400.0,0.5507,0.1102,0.5738,0.1151,
80450.0,0.5475,0.1096,0.5703,0.1128,
80500.0,0.5419,0.1089,0.5670,0.1151,
80550.0,0.5391,0.1081,0.5613,0.1112,
80600.0,0.5352,0.1093,0.5588,0.1129,
80650.0,0.5322,0.1085,0.5544,0.1097,
80700.0,0.5298,0.1061,0.5525,0.1111,
80750.0,0.5270,0.1042,0.5490,0.1086,
80800.0,0.5240,0.1016,0.5466,0.1103,
80850.0,0.5216,0.1019,0.5410,0.1061,
80900.0,0.5184,0.1003,0.5392,0.1075,
80950.0,0.5143,0.1013,0.5376,0.1063,
81000.0,0.5189,0.1032,0.5371,0.1067,
81050.0,0.5217,0.1032,0.5358,0.1057,
81100.0,0.5239,0.1021,0.5354,0.1060,
81150.0,0.5267,0.1020,0.5344,0.1052,
81200.0,0.5293,0.1028,0.5350,0.1048,
81250.0,0.5340,0.1017,0.5342,0.1042,
81300.0,0.5387,0.1017,0.5357,0.1031,
81350.0,0.5439,0.1010,0.5378,0.1047,
81400.0,0.5473,0.1016,0.5400,0.1031,
81450.0,0.5499,0.1016,0.5417,0.1043,
81500.0,0.5540,0.1013,0.5435,0.1030,
81550.0,0.5570,0.1012,0.5449,0.1040,
81600.0,0.5614,0.1005,0.5476,0.1021,
81650.0,0.5641,0.1007,0.5487,0.1029,
81700.0,0.5688,0.1020,0.5509,0.1013,
81750.0,0.5742,0.1015,0.5548,0.1039,
81800.0,0.5773,0.1018,0.5579,0.1016,
81850.0,0.5822,0.1018,0.5611,0.1037,
81900.0,0.5865,0.1016,0.5637,0.1019,
81950.0,0.5897,0.1010,0.5663,0.1035,
82000.0,0.5919,0.1019,0.5685,0.1020,
82050.0,0.5960,0.1019,0.5738,0.1052,
82100.0,0.6004,0.1040,0.5772,0.1028,
82150.0,0.6025,0.1053,0.5816,0.1053,
82200.0,0.6054,0.1046,0.5845,0.1033,
82250.0,0.6084,0.1061,0.5880,0.1053,
82300.0,0.6127,0.1079,0.5904,0.1037,
82350.0,0.6177,0.1095,0.5967,0.1071,
82400.0,0.6232,0.1108,0.5987,0.1058,
82450.0,0.6275,0.1130,0.6039,0.1085,
82500.0,0.6334,0.1151,0.6056,0.1074,
82550.0,0.6389,0.1163,0.6097,0.1096,
82600.0,0.6410,0.1162,0.6111,0.1087,
82650.0,0.6443,0.1175,0.6180,0.1122,
82700.0,0.6477,0.1168,0.6216,0.1100,
82750.0,0.6504,0.1153,0.6273,0.1128,
82800.0,0.6529,0.1146,0.6302,0.1110,
82850.0,0.6548,0.1138,0.6349,0.1133,
82900.0,0.6586,0.1148,0.6374,0.1117,
82950.0,0.6610,0.1142,0.6412,0.1135,
83000.0,0.6633,0.1140,0.6433,0.1123,
83050.0,0.6663,0.1149,0.6464,0.1137,
83100.0,0.6713,0.1165,0.6481,0.1127,
83150.0,0.6760,0.1174,0.6544,0.1156,
83200.0,0.6800,0.1181,0.6559,0.1148,
83250.0,0.6856,0.1199,0.6610,0.1171,
83300.0,0.6872,0.1220,0.6622,0.1165,
83350.0,0.6899,0.1221,0.6664,0.1183,
83400.0,0.6951,0.1219,0.6674,0.1178,
83450.0,0.7010,0.1219,0.6708,0.1193,
83500.0,0.7061,0.1217,0.6751,0.1168,
83550.0,0.7087,0.1225,0.6820,0.1198,
83600.0,0.7102,0.1215,0.6857,0.1177,
83650.0,0.7146,0.1234,0.6914,0.1201,
83700.0,0.7205,0.1225,0.6944,0.1184,
83750.0,0.7240,0.1227,0.6991,0.1203,
83800.0,0.7263,0.1246,0.7016,0.1189,
83850.0,0.7290,0.1247,0.7054,0.1204,
83900,0.7319,0.1256,,,
83950,0.7366,0.1249,,,
